PlenumSessionID,Number,KnessetNum,Name,StartDate,FinishDate,IsSpecialMeeting,LastUpdatedDate
8604,340,15,ישיבת מליאה בתאריך 14/10/2002 בשעה: 15:00,1899-12-30 15:00:00,1899-12-30 19:00:00,False,2016-09-05 17:06:05
8629,344,15,ישיבת מליאה בתאריך 21/10/2002 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 20:42:00,False,2016-09-05 17:06:05
9893,10,16,ישיבת מליאה בתאריך 05/03/2003 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 17:53:00,False,2013-10-03 16:21:47
10105,11,16,ישיבת מליאה בתאריך 10/03/2003 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 20:06:00,False,2013-10-03 16:21:47
10106,12,16,ישיבת מליאה בתאריך 11/03/2003 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 20:00:00,False,2013-10-03 16:21:47
10107,13,16,ישיבת מליאה בתאריך 12/03/2003 בשעה: 11:00,2003-03-12 11:00:00,1899-12-30 20:25:00,False,2013-10-03 16:21:47
10480,14,16,ישיבת מליאה בתאריך 24/03/2003 בשעה: 16:00,2003-03-24 16:00:00,1899-12-30 19:03:00,False,2013-10-03 16:21:47
10481,15,16,ישיבת מליאה בתאריך 25/03/2003 בשעה: 16:00,2003-03-25 16:00:00,1899-12-30 20:16:00,False,2013-10-03 16:21:47
10482,16,16,ישיבת מליאה בתאריך 26/03/2003 בשעה: 11:00,2003-03-26 11:00:00,1899-12-30 23:20:00,False,2013-10-03 16:21:47
11088,17,16,ישיבת מליאה בתאריך 30/04/2003 בשעה: 10:00,2003-04-30 10:00:00,1899-12-30 21:10:00,False,2013-10-03 16:21:47
11153,18,16,ישיבת מליאה בתאריך 05/05/2003 בשעה: 10:00,2003-05-05 10:00:00,1899-12-30 13:22:00,False,2013-10-03 16:21:47
125624,302,16,ישיבת מליאה בתאריך 14/12/2005 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 16:50:00,False,2013-10-03 16:21:47
126379,303,16,ישיבת מליאה בתאריך 19/12/2005 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 19:50:00,False,2013-10-03 16:21:47
126380,304,16,ישיבת מליאה בתאריך 20/12/2005 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 20:10:00,False,2013-10-03 16:21:47
126381,305,16,ישיבת מליאה בתאריך 21/12/2005 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 20:24:00,False,2013-10-03 16:21:47
127823,306,16,ישיבת מליאה בתאריך 26/01/2006 בשעה: 14:00,1899-12-30 14:00:00,1899-12-30 18:30:00,False,2014-12-08 11:04:56
128152,307,16,ישיבת מליאה בתאריך 08/02/2006 בשעה: 15:00,1899-12-30 15:00:00,1899-12-30 18:00:00,False,2013-10-03 16:21:47
128332,308,16,ישיבת מליאה בתאריך 13/02/2006 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 19:50:00,False,2013-10-03 16:21:47
128672,309,16,ישיבת מליאה בתאריך 22/02/2006 בשעה: 14:00,1899-12-30 14:00:00,1899-12-30 18:30:00,False,2013-10-03 16:21:47
128986,310,16,ישיבת מליאה בתאריך 01/03/2006 בשעה: 12:00,1899-12-30 12:00:00,1899-12-30 16:30:00,False,2013-10-03 16:21:47
129232,311,16,ישיבת מליאה בתאריך 08/03/2006 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 18:20:00,False,2013-10-23 16:05:01
130039,1,17,ישיבת מליאה בתאריך 17/04/2006 בשעה: 16:00,2006-04-17 16:00:00,1899-12-30 17:20:00,False,2013-10-03 16:21:47
130091,2,17,ישיבת מליאה בתאריך 17/04/2006 בשעה: 18:00,2006-04-17 18:00:00,1899-12-30 19:00:00,False,2013-10-03 16:21:47
130146,3,17,ישיבת מליאה בתאריך 24/04/2006 בשעה: 11:00,2006-04-24 11:00:00,1899-12-30 15:10:00,False,2013-10-03 16:21:47
130148,4,17,ישיבת מליאה בתאריך 26/04/2006 בשעה: 11:00,2006-04-26 11:00:00,1899-12-30 15:40:00,False,2013-10-03 16:21:47
131247,5,17,ישיבת מליאה בתאריך 04/05/2006 בשעה: 12:00,1899-12-30 12:00:00,1899-12-30 21:30:00,False,2013-10-03 16:21:47
131737,6,17,ישיבת מליאה בתאריך 08/05/2006 בשעה: 14:00,2006-05-08 14:00:00,1899-12-30 21:20:00,False,2013-10-03 16:21:47
131738,7,17,ישיבת מליאה בתאריך 09/05/2006 בשעה: 15:00,1899-12-30 15:00:00,1899-12-30 18:10:00,False,2013-10-03 16:21:47
131739,8,17,ישיבת מליאה בתאריך 10/05/2006 בשעה: 11:02,2006-05-10 11:02:00,1899-12-30 14:30:00,False,2013-10-03 16:21:47
132638,9,17,ישיבת מליאה בתאריך 15/05/2006 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 18:00:00,False,2013-10-03 16:21:47
132640,10,17,ישיבת מליאה בתאריך 16/05/2006 בשעה: 16:00,2006-05-16 16:00:00,1899-12-30 18:50:00,False,2013-10-03 16:21:47
132641,11,17,ישיבת מליאה בתאריך 17/05/2006 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 18:00:00,False,2013-10-03 16:21:47
134267,12,17,ישיבת מליאה בתאריך 22/05/2006 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 20:00:00,False,2013-10-03 16:21:47
134268,13,17,ישיבת מליאה בתאריך 23/05/2006 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 18:30:00,False,2013-10-03 16:21:47
134269,14,17,ישיבת מליאה בתאריך 24/05/2006 בשעה: 11:00,2006-05-24 11:00:00,1899-12-30 17:40:00,False,2013-10-03 16:21:47
135725,16,17,ישיבת מליאה בתאריך 30/05/2006 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 19:50:00,False,2013-10-03 16:21:47
135728,15,17,ישיבת מליאה בתאריך 29/05/2006 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 19:00:00,False,2013-10-03 16:21:47
135729,17,17,ישיבת מליאה בתאריך 31/05/2006 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 22:10:00,False,2013-10-03 16:21:47
137105,18,17,ישיבת מליאה בתאריך 05/06/2006 בשעה: 16:00,2006-06-05 16:00:00,1899-12-30 22:50:00,False,2013-10-03 16:21:47
137106,19,17,ישיבת מליאה בתאריך 06/06/2006 בשעה: 09:00,1899-12-30 09:00:00,1899-12-30 21:10:00,False,2013-10-03 16:21:47
137107,20,17,ישיבת מליאה בתאריך 07/06/2006 בשעה: 09:00,1899-12-30 09:00:00,1899-12-30 20:10:00,False,2013-10-03 16:21:47
138490,21,17,ישיבת מליאה בתאריך 12/06/2006 בשעה: 16:00,2006-06-12 16:00:00,1899-12-30 21:00:00,False,2013-10-03 16:21:47
138491,22,17,ישיבת מליאה בתאריך 13/06/2006 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 20:10:00,False,2013-10-03 16:21:47
138492,23,17,ישיבת מליאה בתאריך 14/06/2006 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 18:10:00,False,2013-10-03 16:21:47
140084,24,17,ישיבת מליאה בתאריך 19/06/2006 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 21:30:00,False,2013-10-03 16:21:47
140085,25,17,ישיבת מליאה בתאריך 20/06/2006 בשעה: 16:00,2006-06-20 16:00:00,1899-12-30 18:50:00,False,2013-10-03 16:21:47
140086,26,17,ישיבת מליאה בתאריך 21/06/2006 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 17:30:00,False,2013-10-03 16:21:47
141891,27,17,ישיבת מליאה בתאריך 26/06/2006 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 21:00:00,False,2013-10-03 16:21:47
141892,28,17,ישיבת מליאה בתאריך 27/06/2006 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 19:20:00,False,2013-10-03 16:21:47
141894,29,17,ישיבת מליאה בתאריך 28/06/2006 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 20:50:00,False,2013-10-03 16:21:47
142691,30,17,ישיבת מליאה בתאריך 03/07/2006 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 21:40:00,False,2013-10-03 16:21:47
142692,31,17,ישיבת מליאה בתאריך 04/07/2006 בשעה: 16:00,2006-07-04 16:00:00,1899-12-30 20:00:00,False,2013-10-03 16:21:47
142693,32,17,ישיבת מליאה בתאריך 05/07/2006 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 21:40:00,False,2013-10-03 16:21:47
143890,33,17,ישיבת מליאה בתאריך 10/07/2006 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 22:50:00,False,2013-10-03 16:21:47
143892,34,17,ישיבת מליאה בתאריך 11/07/2006 בשעה: 16:00,2006-07-11 16:00:00,1899-12-30 19:10:00,False,2013-10-03 16:21:47
143893,35,17,ישיבת מליאה בתאריך 12/07/2006 בשעה: 11:00,2006-07-12 11:00:00,1899-12-30 19:30:00,False,2013-10-03 16:21:47
144847,36,17,ישיבת מליאה בתאריך 17/07/2006 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 21:20:00,False,2013-10-03 16:21:47
144848,37,17,ישיבת מליאה בתאריך 18/07/2006 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 19:40:00,False,2013-10-03 16:21:47
144849,38,17,ישיבת מליאה בתאריך 19/07/2006 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 18:50:00,False,2013-10-03 16:21:47
145604,39,17,ישיבת מליאה בתאריך 25/07/2006 בשעה: 11:00,2006-07-25 11:00:00,1899-12-30 16:12:00,True,2013-10-03 16:21:47
146024,40,17,ישיבת מליאה בתאריך 31/07/2006 בשעה: 11:00,1899-12-30 11:00:00,1899-12-30 23:30:00,False,2013-10-03 16:21:47
146444,41,17,ישיבת מליאה בתאריך 08/08/2006 בשעה: 11:00,2006-08-08 11:00:00,1899-12-30 15:50:00,False,2013-10-03 16:21:47
146716,42,17,ישיבת מליאה בתאריך 14/08/2006 בשעה: 16:00,1899-12-30 16:00:00,1899-12-30 20:40:00,False,2013-10-03 16:21:47
157346,21,1,ישיבת מליאה בתאריך 06/04/1949 בשעה: 00:00:00,1949-04-06 00:00:00,,,2014-08-17 15:12:51
157356,38,1,ישיבת מליאה בתאריך 06/06/1949 בשעה: 00:00:00,1949-06-06 00:00:00,,,2014-08-17 15:12:53
157360,42,1,ישיבת מליאה בתאריך 14/06/1949 בשעה: 00:00:00,1949-06-14 00:00:00,,,2014-08-17 15:12:51
157361,43,1,ישיבת מליאה בתאריך 15/06/1949 בשעה: 00:00:00,1949-06-15 00:00:00,,,2014-08-17 15:12:51
157362,45,1,ישיבת מליאה בתאריך 21/06/1949 בשעה: 00:00:00,1949-06-21 00:00:00,,,2014-08-17 15:12:53
157363,46,1,ישיבת מליאה בתאריך 22/06/1949 בשעה: 00:00:00,1949-06-22 00:00:00,,,2014-08-17 15:12:51
157364,47,1,ישיבת מליאה בתאריך 27/06/1949 בשעה: 00:00:00,1949-06-27 00:00:00,,,2014-08-17 15:12:51
482888,,11,ישיבת מליאה בתאריך 28/11/1988 בשעה: 00:00:00,1988-11-28 00:00:00,,,2014-08-17 15:12:52
482889,,11,ישיבת מליאה בתאריך 28/11/1988 בשעה: 00:00:00,1988-11-28 00:00:00,,,2014-08-17 15:12:52
482890,,13,ישיבת מליאה בתאריך 03/09/1984 בשעה: 00:00:00,1984-09-03 00:00:00,,,2014-08-17 15:12:52
482891,,12,ישיבת מליאה בתאריך 26/11/1985 בשעה: 00:00:00,1985-11-26 00:00:00,,,2014-08-17 15:12:52
482897,191,10,ישיבת מליאה בתאריך 22/03/1983 בשעה: 00:00:00,1983-03-22 00:00:00,,,2014-08-17 15:12:52
482898,243,11,ישיבת מליאה בתאריך 11/09/1986 בשעה: 00:00:00,1986-09-11 00:00:00,,,2014-08-17 15:12:52
482899,408,11,ישיבת מליאה בתאריך 23/02/1988 בשעה: 00:00:00,1988-02-23 00:00:00,,,2014-08-17 15:12:52
482900,445,11,ישיבת מליאה בתאריך 14/06/1988 בשעה: 00:00:00,1988-06-14 00:00:00,,,2014-08-17 15:12:52
482901,143,14,ישיבת מליאה בתאריך 12/11/1997 בשעה: 00:00:00,1997-11-12 00:00:00,,,2014-08-17 15:12:52
482902,138,15,ישיבת מליאה בתאריך 31/07/2000 בשעה: 00:00:00,2000-07-31 00:00:00,,,2014-08-17 15:12:52
482903,212,12,ישיבת מליאה בתאריך 26/09/1990 בשעה: 00:00:00,1990-09-26 00:00:00,,,2014-08-17 15:12:52
482904,213,12,ישיבת מליאה בתאריך 26/09/1990 בשעה: 00:00:00,1990-09-26 00:00:00,,,2014-08-17 15:12:52
482905,101,12,ישיבת מליאה בתאריך 11/10/1989 בשעה: 00:00:00,1989-10-11 00:00:00,,,2014-08-17 15:12:52
482906,264,13,ישיבת מליאה בתאריך 27/10/1994 בשעה: 00:00:00,1994-10-27 00:00:00,,,2014-08-17 15:12:52
482907,210,12,ישיבת מליאה בתאריך 12/09/1990 בשעה: 00:00:00,1990-09-12 00:00:00,,,2014-08-17 15:12:52
482908,97,12,ישיבת מליאה בתאריך 04/09/1989 בשעה: 00:00:00,1989-09-04 00:00:00,,,2014-08-17 15:12:52
482909,118,10,ישיבת מליאה בתאריך 12/08/1982 בשעה: 00:00:00,1982-08-12 00:00:00,,,2014-08-17 15:12:52
482911,238,11,ישיבת מליאה בתאריך 03/09/1986 בשעה: 00:00:00,1986-09-03 00:00:00,,,2014-08-17 15:12:52
482912,239,11,ישיבת מליאה בתאריך 03/09/1986 בשעה: 00:00:00,1986-09-03 00:00:00,,,2014-08-17 15:12:52
483018,240,11,ישיבת מליאה בתאריך 03/09/1986 בשעה: 00:00:00,1986-09-03 00:00:00,,,2014-08-17 15:12:53
483224,30,19,ישיבת מליאה בתאריך 21/05/2013 בשעה: 16:00,2013-05-21 16:00:00,2013-05-21 18:40:00,False,2015-03-17 19:57:35
483225,31,19,ישיבת מליאה בתאריך 22/05/2013 בשעה: 11:00,2013-05-22 11:00:00,2013-05-22 19:40:00,False,2015-03-17 20:07:35
483437,32,19,ישיבת מליאה בתאריך 27/05/2013 בשעה: 16:00,2013-05-27 16:00:00,2013-05-27 18:20:00,False,2015-03-17 20:10:50
483724,33,19,ישיבת מליאה בתאריך 28/05/2013 בשעה: 16:00,2013-05-28 16:00:00,2013-05-28 17:30:00,False,2015-03-17 20:12:52
483746,34,19,ישיבת מליאה בתאריך 29/05/2013 בשעה: 11:00,2013-05-29 11:00:00,2013-05-29 20:20:00,False,2015-03-17 20:07:44
483959,35,19,ישיבת מליאה בתאריך 03/06/2013 בשעה: 16:00,2013-06-03 16:00:00,2013-06-04 02:00:00,False,2015-03-17 20:14:06
484240,36,19,ישיבת מליאה בתאריך 04/06/2013 בשעה: 16:00,2013-06-04 16:00:00,2013-06-04 18:10:00,False,2015-03-17 19:55:53
484241,37,19,ישיבת מליאה בתאריך 05/06/2013 בשעה: 11:00,2013-06-05 11:00:00,2013-06-05 19:10:00,False,2015-03-17 19:56:03
484419,38,19,ישיבת מליאה בתאריך 10/06/2013 בשעה: 16:00,2013-06-10 16:00:00,2013-06-11 04:30:00,True,2015-03-17 20:26:07
484723,39,19,ישיבת מליאה בתאריך 11/06/2013 בשעה: 16:00,2013-06-11 16:00:00,2013-06-11 17:50:00,False,2015-03-17 20:07:16
484735,40,19,ישיבת מליאה בתאריך 12/06/2013 בשעה: 11:00,2013-06-12 11:00:00,2013-06-12 16:30:00,False,2015-03-17 20:13:01
484920,41,19,ישיבת מליאה בתאריך 17/06/2013 בשעה: 16:00,2013-06-17 16:00:00,2013-06-18 01:20:00,False,2015-03-17 20:09:54
484986,42,19,ישיבת מליאה בתאריך 18/06/2013 בשעה: 16:00,2013-06-18 16:00:00,2013-06-18 18:20:00,False,2015-03-17 20:08:39
484990,43,19,ישיבת מליאה בתאריך 19/06/2013 בשעה: 11:00,2013-06-19 11:00:00,2013-06-19 18:50:00,False,2015-03-17 20:14:15
485419,44,19,ישיבת מליאה בתאריך 24/06/2013 בשעה: 16:00,2013-06-24 16:00:00,2013-06-24 22:40:00,False,2015-03-17 19:57:44
485713,45,19,ישיבת מליאה בתאריך 25/06/2013 בשעה: 16:00,2013-06-25 16:00:00,2013-06-25 18:20:00,False,2015-03-17 20:09:07
485727,46,19,ישיבת מליאה בתאריך 26/06/2013 בשעה: 11:00,2013-06-26 11:00:00,2013-06-26 17:10:00,False,2015-03-17 20:24:16
485904,47,19,ישיבת מליאה בתאריך 01/07/2013 בשעה: 16:00,2013-07-01 16:00:00,2013-07-01 23:00:00,False,2015-03-17 20:11:28
486269,48,19,ישיבת מליאה בתאריך 02/07/2013 בשעה: 16:00,2013-07-02 16:00:00,2013-07-02 19:20:00,False,2015-03-17 19:57:53
486270,49,19,ישיבת מליאה בתאריך 03/07/2013 בשעה: 11:00,2013-07-03 11:00:00,2013-07-03 18:40:00,False,2015-03-17 19:58:02
486483,50,19,ישיבת מליאה בתאריך 08/07/2013 בשעה: 16:00,2013-07-08 16:00:00,2013-07-08 23:00:00,False,2015-03-17 20:01:32
486484,51,19,ישיבת מליאה בתאריך 09/07/2013 בשעה: 16:00,2013-07-09 16:00:00,2013-07-09 19:40:00,False,2015-03-17 20:01:41
486485,52,19,ישיבת מליאה בתאריך 10/07/2013 בשעה: 11:00,2013-07-10 11:00:00,2013-07-10 17:50:00,False,2015-03-17 20:11:37
487231,53,19,ישיבת מליאה בתאריך 15/07/2013 בשעה: 11:00,2013-07-15 11:00:00,2013-07-15 12:40:00,False,2015-03-17 20:07:53
487239,54,19,ישיבת מליאה בתאריך 17/07/2013 בשעה: 11:00,2013-07-17 11:00:00,2013-07-17 19:30:00,False,2015-03-17 20:18:43
487763,55,19,ישיבת מליאה בתאריך 22/07/2013 בשעה: 16:00,2013-07-22 16:00:00,2013-07-23 05:30:00,False,2015-03-17 20:11:47
491143,372,9,ישיבת מליאה בתאריך 22/10/1980 בשעה: 00:00:00,1980-10-22 00:00:00,,,2014-08-17 15:12:53
491144,384,9,ישיבת מליאה בתאריך 19/11/1980 בשעה: 00:00:00,1980-11-19 00:00:00,,,2014-08-17 15:12:53
491145,387,9,ישיבת מליאה בתאריך 26/11/1980 בשעה: 00:00:00,1980-11-26 00:00:00,,,2014-08-17 15:12:53
491146,400,9,ישיבת מליאה בתאריך 29/12/1980 בשעה: 00:00:00,1980-12-29 00:00:00,,,2014-08-17 15:12:53
491147,401,9,ישיבת מליאה בתאריך 30/12/1980 בשעה: 00:00:00,1980-12-30 00:00:00,,,2014-08-17 15:12:53
491148,405,9,ישיבת מליאה בתאריך 07/01/1981 בשעה: 00:00:00,1981-01-07 00:00:00,,,2014-08-17 15:12:53
491149,410,9,ישיבת מליאה בתאריך 20/01/1981 בשעה: 00:00:00,1981-01-20 00:00:00,,,2014-08-17 15:12:53
491150,425,9,ישיבת מליאה בתאריך 24/02/1981 בשעה: 00:00:00,1981-02-24 00:00:00,,,2014-08-17 15:12:53
491151,448,9,ישיבת מליאה בתאריך 03/06/1981 בשעה: 00:00:00,1981-06-03 00:00:00,,,2014-08-17 15:12:53
540149,61,19,ישיבת מליאה בתאריך 28/08/2013 בשעה: 14:00,2013-08-28 14:00:00,2013-08-28 16:20:00,False,2015-03-17 20:05:24
540730,62,19,ישיבת מליאה בתאריך 14/10/2013 בשעה: 16:00,2013-10-14 16:00:00,2013-10-14 22:10:00,False,2015-03-17 20:22:25
541124,63,19,ישיבת מליאה בתאריך 15/10/2013 בשעה: 15:00,2013-10-15 15:00:00,2013-10-15 17:20:00,False,2015-03-17 20:08:03
541127,64,19,ישיבת מליאה בתאריך 16/10/2013 בשעה: 11:00,2013-10-16 11:00:00,2013-10-16 13:30:00,False,2016-09-05 17:06:05
541139,65,19,ישיבת מליאה בתאריך 16/10/2013 בשעה: 17:00,2013-10-16 17:00:00,2013-10-16 18:20:00,True,2016-09-05 17:06:05
541348,66,19,ישיבת מליאה בתאריך 21/10/2013 בשעה: 16:00,2013-10-21 16:00:00,2013-10-21 18:40:00,False,2015-03-17 20:08:12
541524,67,19,ישיבת מליאה בתאריך 22/10/2013 בשעה: 16:00,2013-10-22 16:00:00,2013-10-22 16:40:00,False,2015-03-17 20:03:39
541537,68,19,ישיבת מליאה בתאריך 23/10/2013 בשעה: 11:00,2013-10-23 11:00:00,2013-10-23 15:50:00,False,2015-03-17 20:06:39
541664,69,19,ישיבת מליאה בתאריך 28/10/2013 בשעה: 16:00,2013-10-28 16:00:00,2013-10-28 21:50:00,False,2015-03-17 20:15:20
541891,70,19,ישיבת מליאה בתאריך 29/10/2013 בשעה: 16:00,2013-10-29 16:00:00,2013-10-29 19:50:00,False,2015-03-17 19:58:11
541951,71,19,ישיבת מליאה בתאריך 30/10/2013 בשעה: 11:00,2013-10-30 11:00:00,2013-10-30 18:00:00,False,2015-03-17 20:13:10
542071,72,19,ישיבת מליאה בתאריך 04/11/2013 בשעה: 16:00,2013-11-04 16:00:00,2013-11-04 20:50:00,False,2015-03-17 20:05:33
542382,73,19,ישיבת מליאה בתאריך 05/11/2013 בשעה: 16:00,2013-11-05 16:00:00,2013-11-05 18:10:00,False,2015-03-17 19:58:20
542415,74,19,ישיבת מליאה בתאריך 06/11/2013 בשעה: 11:00,2013-11-06 11:00:00,2013-11-06 16:10:00,False,2015-03-17 20:10:03
542555,75,19,ישיבת מליאה בתאריך 11/11/2013 בשעה: 16:00,2013-11-11 16:00:00,2013-11-11 20:30:00,False,2015-03-17 19:58:29
542712,76,19,ישיבת מליאה בתאריך 12/11/2013 בשעה: 16:00,2013-11-12 16:00:00,2013-11-12 18:30:00,False,2015-03-17 20:09:16
542787,77,19,ישיבת מליאה בתאריך 13/11/2013 בשעה: 11:00,2013-11-13 11:00:00,2013-11-13 19:10:00,False,2015-03-17 20:25:02
2072767,357,20,ישיבת מליאה בתאריך 11/07/2018 בשעה 11:00,2018-07-11 11:00:00,2018-07-11 22:00:00,False,2018-07-12 14:59:41
2073132,358,20,ישיבת מליאה בתאריך 16/07/2018 בשעה 16:00,2018-07-16 16:00:00,2018-07-17 07:00:00,False,2018-07-17 17:10:50
2073133,359,20,ישיבת מליאה בתאריך 17/07/2018 בשעה 16:00,2018-07-17 16:00:00,,False,2018-07-19 01:32:26
2073134,360,20,ישיבת מליאה בתאריך 18/07/2018 בשעה 10:00,2018-07-18 10:00:00,,False,2018-07-17 15:19:44
2073133,359,20,ישיבת מליאה בתאריך 17/07/2018 בשעה 16:00,2018-07-17 16:00:00,2018-07-19 04:30:00,False,2018-07-19 14:42:50
2073133,359,20,ישיבת מליאה בתאריך 17/07/2018 בשעה 16:00,2018-07-17 16:00:00,2018-07-19 04:30:00,False,2018-07-26 14:19:56
2073133,359,20,ישיבת מליאה בתאריך 17/07/2018 בשעה 16:00,2018-07-17 16:00:00,2018-07-19 04:30:00,False,2018-07-29 09:39:30
2072765,355,20,ישיבת מליאה בתאריך 09/07/2018 בשעה 16:00,2018-07-09 16:00:00,2018-07-10 05:00:00,False,2018-08-06 14:32:05
2073132,358,20,ישיבת מליאה בתאריך 16/07/2018 בשעה 16:00,2018-07-16 16:00:00,2018-07-17 07:00:00,False,2018-08-06 14:37:54
2073980,361,20,ישיבת מליאה בתאריך 08/08/2018 בשעה 12:00,2018-08-08 12:00:00,2018-08-08 15:00:00,False,2018-08-08 15:32:05
2073134,360,20,ישיבת מליאה בתאריך 18/07/2018 בשעה 10:00,2018-07-18 10:00:00,,False,2018-08-09 13:55:06
2073980,361,20,ישיבת מליאה בתאריך 08/08/2018 בשעה 12:00,2018-08-08 12:00:00,2018-08-08 15:00:00,False,2018-08-09 13:51:28
